State/ UT,Sl. No.,District/ Area,Year,Rape,Attempt to commit Rape,Kidnapping & Abduction_Total,Dowry Deaths,Assault on Women with intent to outrage her Modesty_Total,Insult to the Modesty of Women_Total,Cruelty by Husband or his Relatives,Importation of Girls from Foreign Country,Abetment of Suicides of Women,"Dowry Prohibition Act, 1961","Indecent Representation of Women (P) Act, 1986",Protection of Children from Sexual Offences Act,"Protection of Women from Domestic Violence Act, 2005",Immoral Traffic Prevention Act,Total Crimes against Women
Tamil Nadu,19,Pudukottai,2015,1,0,16,1,20,0,27,0,0,0,0,0,1,0,66
Tamil Nadu,20,Ramnathapuram,2015,12,0,46,2,20,0,28,0,3,27,0,0,0,1,139
Tamil Nadu,21,Railway Chennai,2015,0,0,1,1,8,0,0,0,0,0,0,0,0,0,10
Tamil Nadu,22,Railway Trichy,2015,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Tamil Nadu,23,Salem,2015,14,0,96,5,94,0,24,0,12,1,1,0,0,6,253
Tamil Nadu,24,Salem City,2015,3,0,12,4,17,0,26,0,0,0,0,0,0,0,62
Tamil Nadu,25,Sivagangai,2015,16,1,64,0,31,0,83,0,8,0,0,0,0,3,206
Tamil Nadu,26,Thanjavur,2015,8,0,19,3,56,0,29,0,0,1,0,0,0,12,128
Tamil Nadu,27,Theni,2015,5,0,38,1,20,0,76,0,3,0,0,0,0,3,146
Tamil Nadu,28,Thirunelveli,2015,26,5,37,6,53,0,128,0,12,19,0,0,0,3,289
Tamil Nadu,29,Thirunelveli City,2015,5,0,2,1,3,0,8,0,0,12,0,0,0,6,37
Tamil Nadu,30,Thiruvallur,2015,4,0,3,1,8,0,13,0,0,0,0,0,0,5,34
Tamil Nadu,31,Thiruvannamalai,2015,11,5,41,1,9,2,40,0,0,18,0,0,0,1,128
Tamil Nadu,32,Thiruvarur,2015,1,1,40,3,3,2,20,0,0,5,1,0,0,2,78
Tamil Nadu,33,Thoothukudi,2015,20,1,18,0,18,0,93,0,9,14,0,0,1,2,176
Tamil Nadu,34,Tiruppur,2015,4,0,21,1,12,0,33,0,8,0,0,0,0,5,84
Tamil Nadu,35,Tiruppur City,2015,1,0,4,0,3,0,16,0,0,1,0,0,0,13,38
Tamil Nadu,36,Trichy,2015,7,1,14,1,47,0,36,0,0,0,0,0,0,16,122
Tamil Nadu,37,Trichy City,2015,2,1,8,3,7,0,29,0,0,1,0,0,0,13,64
Tamil Nadu,38,Vellore,2015,17,0,39,1,40,0,47,0,0,23,0,0,0,12,179
Tamil Nadu,39,Villupuram,2015,38,0,144,2,101,0,73,0,5,2,0,0,0,8,373
Tamil Nadu,40,Virudhunagar,2015,19,1,20,3,31,2,46,0,0,52,0,0,0,17,191
Tamil Nadu,41,Cyber Cell,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,42,Other Units,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,43,Total District(s),2015,421,29,1335,65,1163,20,1900,0,79,333,7,0,4,491,5847
Telangana,1,Adilabad,2015,67,5,26,15,238,89,507,0,5,0,0,0,0,1,953
Telangana,2,Cyberabad,2015,154,5,57,57,583,380,1495,0,82,0,0,0,6,175,2994
Telangana,3,Hyderabad City,2015,113,2,132,25,346,116,1606,0,32,0,2,0,0,31,2405
Telangana,4,Karimnagar,2015,104,2,57,31,456,74,763,0,63,0,0,0,0,13,1563
Telangana,5,Khammam,2015,117,2,97,16,450,126,526,0,59,0,0,0,0,4,1397
Telangana,6,Mahaboob Nagar,2015,179,0,110,20,292,0,366,0,103,0,0,0,0,0,1070
Telangana,7,Medak,2015,97,7,44,38,288,46,448,0,47,0,0,0,0,4,1019
Telangana,8,Nalgonda,2015,123,11,40,21,444,209,611,0,59,0,0,0,0,15,1533
Telangana,9,Nizamabad,2015,33,4,12,10,123,108,449,0,37,0,0,0,0,3,779
Telangana,10,Ranga Reddy,2015,31,0,10,7,60,21,131,0,32,0,0,0,0,2,294
Telangana,11,Secunderabad Railway,2015,2,0,0,0,8,3,2,0,0,0,0,0,0,0,15
Telangana,12,Warangal Rural,2015,52,3,39,19,226,48,180,0,40,0,0,0,0,0,607
Telangana,13,Warangal City,2015,33,2,24,3,94,68,245,0,31,2,0,0,0,4,506
Telangana,14,Total District(s),2015,1105,43,648,262,3608,1288,7329,0,590,2,2,0,6,252,15135
Tripura,1,Dhalai,2015,26,5,10,3,38,0,38,0,0,0,0,0,0,0,120
Tripura,2,Gomati,2015,32,2,12,6,21,0,102,0,0,0,0,0,0,0,175
Tripura,3,G. R. P.,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,4,Kowai,2015,18,1,12,3,37,0,27,0,0,0,0,0,0,0,98
Tripura,5,North,2015,20,10,17,4,49,0,58,0,0,0,0,0,0,0,158
Tripura,6,Sipahijala,2015,24,3,18,3,47,0,72,0,0,0,0,0,0,0,167
Tripura,7,South,2015,32,8,13,4,36,1,86,0,4,0,0,0,0,0,184
Tripura,8,Unakoti,2015,14,3,9,1,14,2,11,0,3,0,0,0,0,0,57
Tripura,9,West,2015,47,6,29,4,110,3,107,0,0,0,0,0,0,2,308
Tripura,10,Total District(s),2015,213,38,120,28,352,6,501,0,7,0,0,0,0,2,1267
Uttar Pradesh,1,Agra,2015,69,9,353,79,280,0,380,0,9,0,0,0,0,5,1184
Uttar Pradesh,2,Aligarh,2015,76,20,292,53,183,0,317,0,13,0,0,0,0,0,954
Uttar Pradesh,3,Allahabad,2015,70,0,223,82,221,0,329,0,9,7,0,0,0,4,945
Uttar Pradesh,4,Ambedkar Nagar,2015,32,1,71,24,45,0,23,0,0,63,0,0,0,0,259
Uttar Pradesh,5,Amethi,2015,22,0,92,20,72,0,0,0,1,53,0,0,0,0,260
Uttar Pradesh,6,Amroha,2015,55,0,81,25,112,0,0,0,0,174,0,0,0,0,447
Uttar Pradesh,7,Auraiya,2015,19,0,106,33,87,0,225,0,6,6,0,0,0,0,482
Uttar Pradesh,8,Azamgarh,2015,41,9,128,34,76,0,0,0,1,152,0,0,0,1,442
Uttar Pradesh,9,Badaun,2015,73,7,200,35,159,0,91,0,7,13,0,0,0,0,585
Uttar Pradesh,10,Baghpat,2015,34,9,86,10,78,0,115,0,0,94,0,0,0,0,426
Uttar Pradesh,11,Bahraich,2015,40,0,128,47,71,0,0,0,0,203,0,0,0,0,489
Uttar Pradesh,12,Ballia,2015,28,1,109,15,65,0,0,0,0,74,0,0,0,0,292
Uttar Pradesh,13,Balrampur,2015,14,9,36,13,28,0,3,0,1,0,0,0,0,0,104
Uttar Pradesh,14,Banda,2015,34,0,64,30,126,0,49,0,3,5,0,0,0,0,311
Uttar Pradesh,15,Barabanki,2015,34,0,75,27,49,0,3,0,0,70,0,0,0,0,258
Uttar Pradesh,16,Bareilly,2015,67,0,335,46,257,0,294,0,0,18,0,0,0,2,1019
Uttar Pradesh,17,Basti,2015,25,0,70,16,31,0,0,0,0,41,0,0,0,0,183
Uttar Pradesh,18,Bijnor,2015,50,40,164,34,124,0,143,0,0,187,0,0,0,0,742
Uttar Pradesh,19,Bulandshahar,2015,93,14,247,55,211,0,2,0,0,294,0,0,0,1,917
Uttar Pradesh,20,Chandoli,2015,17,2,62,22,64,0,77,0,4,15,0,0,0,0,263
Uttar Pradesh,21,Chitrakoot,2015,19,0,55,17,56,0,18,0,6,0,0,0,0,1,172
Uttar Pradesh,22,Deoria,2015,51,4,124,22,46,0,44,0,3,14,0,0,0,0,308
Uttar Pradesh,23,Etah,2015,28,5,91,31,78,0,100,0,7,0,0,0,0,0,340
Uttar Pradesh,24,Etawah,2015,26,5,125,43,101,1,169,0,7,1,0,0,0,0,478
Uttar Pradesh,25,Faizabad,2015,29,1,100,20,59,0,3,0,0,97,0,0,3,0,312
Uttar Pradesh,26,Fatehgarh,2015,22,0,97,35,38,2,159,0,2,0,0,0,0,0,355
Uttar Pradesh,27,Fatehpur,2015,45,25,134,32,148,0,87,0,1,4,0,0,0,0,476
Uttar Pradesh,28,Firozabad,2015,42,14,234,68,148,0,164,0,8,0,0,0,0,0,678
Uttar Pradesh,29,G. R. P.,2015,6,0,22,2,89,0,0,0,2,1,0,0,0,0,122
Uttar Pradesh,30,Gautambudh Nagar,2015,44,5,150,18,160,0,0,0,0,145,0,0,0,0,522
Uttar Pradesh,31,Ghaziabad,2015,118,13,427,38,214,0,507,0,11,0,0,0,0,2,1330
Uttar Pradesh,32,Ghazipur,2015,40,2,148,30,112,0,108,0,7,0,0,0,0,0,447
Uttar Pradesh,33,Gonda,2015,23,2,87,41,50,0,4,0,0,21,0,0,0,1,229
Uttar Pradesh,34,Gorakhpur,2015,88,19,236,37,115,0,163,0,4,0,0,0,0,0,662
Uttar Pradesh,35,Hamirpur,2015,35,0,66,33,177,0,61,0,9,5,0,0,0,0,386
Uttar Pradesh,36,Hapur,2015,38,0,84,11,74,1,78,0,2,0,0,0,0,0,288
Uttar Pradesh,37,Hardoi,2015,38,23,151,41,90,0,108,0,0,37,0,0,0,0,488
Uttar Pradesh,38,Hathras,2015,36,0,87,20,110,0,71,0,4,0,0,0,0,0,328
Uttar Pradesh,39,Jalaun,2015,7,6,50,36,52,0,11,0,2,0,0,0,0,0,164
Uttar Pradesh,40,Jaunpur,2015,37,0,126,43,45,0,41,0,0,0,0,0,0,0,292
Uttar Pradesh,41,Jhansi,2015,39,3,140,34,142,3,186,0,4,0,0,0,0,1,552
Uttar Pradesh,42,Kannauj,2015,22,4,94,26,69,0,69,0,0,0,0,0,0,0,284
Uttar Pradesh,43,Kanpur Dehat,2015,16,5,133,37,122,0,150,0,3,6,0,0,0,0,472
Uttar Pradesh,44,Kanpur Nagar,2015,57,5,421,78,206,0,528,0,0,14,0,0,0,5,1314
Uttar Pradesh,45,Kasganj,2015,18,0,92,25,57,0,43,0,0,0,0,0,0,0,235
Uttar Pradesh,46,Kaushambi,2015,40,5,119,24,155,0,7,0,3,53,0,0,0,0,406
Uttar Pradesh,47,Khiri,2015,28,0,184,57,102,0,123,0,0,0,0,0,0,1,495
Uttar Pradesh,48,Kushi Nagar,2015,34,3,161,30,59,0,58,0,3,0,0,0,0,0,348
Uttar Pradesh,49,Lalitpur,2015,26,0,44,14,45,0,24,0,0,0,0,0,0,0,153
Uttar Pradesh,50,Lucknow,2015,103,2,347,54,353,0,899,0,0,1,0,0,0,3,1762
Uttar Pradesh,51,Maharajganj,2015,26,0,70,26,16,0,81,0,4,0,0,0,0,2,225
Uttar Pradesh,52,Mahoba,2015,20,0,57,17,107,2,27,0,14,0,0,0,0,0,244
Uttar Pradesh,53,Mainpuri,2015,27,1,106,41,75,0,0,0,6,77,0,0,0,0,333
Uttar Pradesh,54,Mathura,2015,31,0,158,36,115,0,251,0,6,0,0,0,0,0,597
Uttar Pradesh,55,Mau,2015,22,2,79,11,27,0,13,0,0,40,0,0,0,0,194
Uttar Pradesh,56,Meerut,2015,56,35,135,26,237,0,349,0,20,0,0,0,0,1,859
Uttar Pradesh,57,Mirzapur,2015,18,0,9,19,9,1,21,0,0,19,0,0,0,0,96
Uttar Pradesh,58,Moradabad,2015,109,4,200,22,189,1,321,0,0,0,0,0,0,0,846
Uttar Pradesh,59,Muzaffarnagar,2015,25,2,147,21,133,0,244,0,0,0,0,0,0,0,572
Uttar Pradesh,60,Pilibhit,2015,41,31,99,20,82,0,108,0,12,0,0,0,0,0,393
Uttar Pradesh,61,Pratapgarh,2015,59,3,164,22,127,0,167,0,4,0,0,0,0,0,546
Uttar Pradesh,62,Raibareilly,2015,34,0,90,21,77,0,30,0,5,51,0,0,0,0,308
Uttar Pradesh,63,Rampur,2015,44,0,108,10,58,0,210,0,0,0,0,0,1,0,431
Uttar Pradesh,64,Saharanpur,2015,68,10,168,27,145,0,221,0,0,0,0,0,0,2,641
Uttar Pradesh,65,Sambhal,2015,33,0,111,24,62,0,86,0,0,110,0,0,0,0,426
Uttar Pradesh,66,Sant Kabirnagar,2015,25,3,59,16,22,0,0,0,0,14,0,0,0,0,139
Uttar Pradesh,67,Shahjahanpur,2015,48,0,176,44,117,0,87,0,1,0,0,0,0,0,473
Uttar Pradesh,68,Shamli,2015,18,5,62,10,47,0,86,0,0,0,0,0,0,0,228
Uttar Pradesh,69,Shrawasti,2015,5,2,42,7,32,0,1,0,1,48,0,0,0,0,138
Uttar Pradesh,70,Sidharthnagar,2015,16,0,75,28,43,0,47,0,0,0,0,0,0,0,209
Uttar Pradesh,71,Sitapur,2015,63,0,192,62,139,0,133,0,18,0,0,0,0,0,607
Uttar Pradesh,72,Sonbhadra,2015,23,0,24,21,18,0,5,0,4,34,0,0,0,0,129
Uttar Pradesh,73,Bhadohi,2015,12,0,34,11,12,0,1,0,4,36,0,0,0,0,110
Uttar Pradesh,74,Sultanpur,2015,33,3,129,16,60,0,0,0,0,110,0,0,0,0,351
Uttar Pradesh,75,Unnao,2015,42,10,207,53,162,0,137,0,0,113,0,0,0,0,724
Uttar Pradesh,76,Varanasi,2015,79,39,183,27,163,0,0,0,10,246,0,0,0,1,748
Uttar Pradesh,77,Total District(s),2015,3025,422,10135,2335,7885,11,8660,0,251,2766,0,0,4,33,35527
Uttarakhand,1,Almora,2015,6,1,21,1,1,0,3,0,0,0,0,0,0,0,33
Uttarakhand,2,Bageshwar,2015,7,0,10,2,8,0,4,0,0,0,0,0,0,0,31
Uttarakhand,3,Chamoli,2015,4,0,21,0,5,0,5,0,0,0,0,0,0,0,35
Uttarakhand,4,Champawat,2015,4,0,4,0,3,0,2,1,0,0,0,0,0,0,14
Uttarakhand,5,Dehradun,2015,57,3,26,11,71,1,168,0,0,0,0,0,0,6,343
Uttarakhand,6,Haridwar,2015,75,5,76,13,88,2,64,0,0,3,0,0,0,6,332
Uttarakhand,7,Nainital,2015,32,1,28,4,48,0,23,0,0,0,0,0,0,2,138
Uttarakhand,8,Pauri Garhwal,2015,4,0,24,3,12,0,3,0,1,0,0,0,0,1,48
Uttarakhand,9,Pithoragarh,2015,0,0,7,1,3,0,7,0,0,0,0,0,0,3,21
Uttarakhand,10,Rudra Prayag,2015,2,0,0,2,1,1,2,0,0,0,0,0,0,0,8
Uttarakhand,11,Tehri Garhwal,2015,8,0,16,3,1,0,3,0,0,0,0,0,0,0,31
Uttarakhand,12,Udhamsingh Nagar,2015,72,0,94,14,72,0,120,1,0,9,0,0,0,0,382
Uttarakhand,13,Uttarkashi,2015,12,0,9,0,5,8,3,0,0,0,0,0,0,0,37
Uttarakhand,14,Total District(s),2015,283,10,336,54,318,12,407,2,1,12,0,0,0,18,1453
West Bengal,1,North 24 Parganas,2015,69,118,383,45,302,20,1748,0,0,1,0,0,0,4,2690
West Bengal,2,South 24 Parganas,2015,111,125,375,31,250,18,3160,0,2,0,0,0,0,1,4073
West Bengal,3,Alipurduar,2015,33,30,76,7,118,2,287,0,0,0,0,0,0,0,553
West Bengal,4,Asansol-Durgapur PC,2015,35,20,71,17,103,2,417,0,2,0,0,0,0,1,668
West Bengal,5,Bankura,2015,24,21,76,14,121,7,333,0,15,1,0,0,0,1,613
West Bengal,6,Barrackpur PC,2015,30,16,137,23,318,9,1201,0,1,0,0,0,0,3,1738
West Bengal,7,Bidhannagar PC,2015,12,8,18,6,150,11,308,0,9,0,0,0,0,10,532
West Bengal,8,Birbhum,2015,33,30,28,15,104,3,292,0,3,0,0,0,0,0,508
West Bengal,9,Burdwan,2015,55,75,172,21,247,0,707,0,5,0,0,0,0,19,1301
West Bengal,10,Coochbehar,2015,63,121,177,15,131,4,640,0,17,0,0,0,0,1,1169
West Bengal,11,Dakshin Dinajpur,2015,16,30,97,18,101,4,293,0,2,0,1,0,0,0,562
West Bengal,12,Darjeeling,2015,17,14,35,3,129,4,201,0,0,0,0,0,0,1,404
West Bengal,13,Hooghly,2015,36,36,169,36,209,1,1142,0,42,2,0,0,2,2,1677
West Bengal,14,Howrah G. R. P.,2015,3,0,4,0,14,0,1,0,0,0,0,0,0,0,22
West Bengal,15,Howrah PC,2015,13,6,49,4,234,33,514,0,0,0,0,0,0,0,853
West Bengal,16,Howrah Rural,2015,22,17,100,10,149,0,810,0,2,0,0,0,0,2,1112
West Bengal,17,Jalpaiguri,2015,53,36,176,18,124,5,329,0,21,0,0,0,0,2,764
West Bengal,18,Jhargram Police District,2015,8,0,26,7,63,0,97,0,1,0,0,0,0,0,202
West Bengal,19,Kharagpur G. R. P.,2015,1,0,0,1,8,0,2,0,0,0,0,0,0,0,12
West Bengal,20,Kolkata,2015,33,19,194,15,461,262,876,2,29,0,0,0,0,28,1919
West Bengal,21,Malda,2015,60,71,241,26,179,6,577,0,15,0,0,0,0,0,1175
West Bengal,22,Murshidabad,2015,210,345,298,41,255,18,1771,0,41,0,0,0,0,5,2984
West Bengal,23,Nadia,2015,69,163,395,57,80,2,1553,1,0,0,0,0,0,11,2331
West Bengal,24,Paschim Medinipur,2015,37,32,208,31,577,11,756,0,0,0,0,0,0,1,1653
West Bengal,25,Purab Medinipur,2015,50,85,116,21,99,5,965,0,12,0,0,0,0,2,1355
West Bengal,26,Purulia,2015,24,21,30,6,292,1,161,0,3,0,0,0,0,0,538
West Bengal,27,Sealdah G. R. P.,2015,0,0,8,0,26,7,3,0,0,0,0,0,0,0,44
West Bengal,28,Siliguri G. R. P.,2015,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11
West Bengal,29,Siliguri PC,2015,32,26,207,6,157,15,505,0,0,0,0,0,0,6,954
West Bengal,30,Uttar Dinajpur,2015,50,86,72,4,57,5,514,1,11,0,0,0,0,1,801
West Bengal,31,Total District(s),2015,1199,1551,3938,498,5069,455,20163,4,233,4,1,0,2,101,33218
A & N Islands,1,South Andaman,2015,20,0,11,0,29,4,12,0,1,0,0,0,2,0,79
A & N Islands,2,North & Middle Andaman,2015,15,0,10,0,25,1,2,0,0,0,0,0,0,0,53
A & N Islands,3,Nicobar,2015,1,0,0,0,3,0,0,0,0,0,0,0,0,0,4
A & N Islands,4,Total District(s),2015,36,0,21,0,57,5,14,0,1,0,0,0,2,0,136
Chandigarh,1,Chandigarh,2015,72,6,165,5,76,10,126,0,3,0,0,0,0,0,463
Chandigarh,2,Total District(s),2015,72,6,165,5,76,10,126,0,3,0,0,0,0,0,463
D&N Haveli,1,D&N Haveli,2015,8,0,9,1,5,0,2,0,0,0,0,0,0,0,25
D&N Haveli,2,Total District(s),2015,8,0,9,1,5,0,2,0,0,0,0,0,0,0,25
Daman & Diu,1,Daman,2015,4,0,10,0,7,0,1,0,0,0,0,0,0,0,22
Daman & Diu,2,Diu,2015,1,0,3,0,0,0,2,0,0,0,0,0,0,0,6
Daman & Diu,3,Total District(s),2015,5,0,13,0,7,0,3,0,0,0,0,0,0,0,28
Delhi UT,1,Central,2015,85,0,188,4,256,71,110,0,0,1,0,0,0,0,715
Delhi UT,2,Crime Branch,2015,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Delhi UT,3,East,2015,239,4,448,6,588,214,414,0,8,4,0,0,0,1,1926
Delhi UT,4,EOW,2015,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
Delhi UT,5,IGI Airport,2015,1,0,2,0,11,6,0,0,0,0,0,0,0,0,20
Delhi UT,6,Metro,2015,4,1,1,0,15,2,1,0,0,0,0,0,0,0,24
Delhi UT,7,New Delhi,2015,22,0,26,0,48,12,6,0,0,0,0,0,0,0,114
Delhi UT,8,North,2015,48,3,160,2,173,14,114,0,0,2,0,0,1,0,517
Delhi UT,9,North-East,2015,244,6,533,13,486,40,469,0,4,0,0,0,0,1,1796
Delhi UT,10,North-West,2015,172,1,373,14,400,80,285,0,2,2,0,0,0,0,1329
Delhi UT,11,Outer,2015,315,3,652,28,536,180,563,0,7,0,0,0,0,0,2284
Delhi UT,12,RAILWAY,2015,15,1,9,0,13,3,0,0,0,0,0,0,0,0,41
Delhi UT,13,South,2015,323,5,495,10,1183,520,172,0,1,0,0,0,2,1,2712
Delhi UT,14,South-East,2015,240,5,475,14,559,141,300,0,1,6,0,0,0,0,1741
Delhi UT,15,South-West,2015,217,8,413,13,606,107,397,0,3,2,0,0,0,0,1766
Delhi UT,16,Spl Cell,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Delhi UT,17,SPUWAC,2015,0,0,0,0,0,0,157,0,0,0,0,0,0,0,157
Delhi UT,18,Vigilance,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,19,West,2015,272,9,525,18,486,102,533,0,3,3,0,0,1,0,1952
Delhi UT,20,Total District(s),2015,2199,46,4301,122,5367,1492,3521,0,29,20,0,0,4,3,17104
Lakshadweep,1,Lakshadweep,2015,0,0,0,0,6,1,2,0,0,0,0,0,0,0,9
Lakshadweep,2,Total District(s),2015,0,0,0,0,6,1,2,0,0,0,0,0,0,0,9
Puducherry,1,Karaikal,2015,0,0,1,0,8,3,0,0,0,0,0,0,0,0,12
Puducherry,2,Puducherry,2015,3,1,13,1,25,7,4,0,0,12,1,0,0,1,68
Puducherry,3,Total District(s),2015,3,1,14,1,33,10,4,0,0,12,1,0,0,1,80
Puducherry,Source: Crime in India,,,,,,,,,,,,,,,,,
